consultorio_id,cid,place_id,es_ortodoncia,tipo_establecimiento,estado_registro,consultorio_id_maestro,motivo_duplicado,fuente_listado,en_muestra_estudio,estrato_muestra,fecha_alta,fecha_ultima_captura
C-0200,10000000000000000200,ChIJfix00200,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
X-001,90000000000000000001,,true,,duplicado,C-0004,mismo telefono,google_maps,false,,2026-09-01,
X-002,90000000000000000002,,true,,duplicado,C-0004,mismo telefono,google_maps,false,,2026-09-01,
X-003,90000000000000000003,,true,,duplicado,C-0004,mismo telefono,google_maps,false,,2026-09-01,
X-004,90000000000000000004,,true,,duplicado,C-0004,mismo telefono,google_maps,false,,2026-09-01,
X-005,90000000000000000005,,true,,cerrado,,,google_maps,false,,2026-09-01,
X-006,90000000000000000006,,true,,cerrado,,,google_maps,false,,2026-09-01,
X-007,90000000000000000007,,true,,cerrado,,,google_maps,false,,2026-09-01,
X-008,90000000000000000008,,true,,fuera_de_alcance,,,google_maps,false,,2026-09-01,
X-009,90000000000000000009,,true,,fuera_de_alcance,,,google_maps,false,,2026-09-01,
X-010,90000000000000000010,,true,,fuera_de_alcance,,,google_maps,false,,2026-09-01,
X-011,90000000000000000011,,false,,activo,,,google_maps,false,,2026-09-01,
X-012,90000000000000000012,,false,,activo,,,google_maps,false,,2026-09-01,
