directorio_id,consulta_texto,consulta_normalizada,municipio_id,fecha_consulta,dispositivo,posicion,resultados_total,nombre_resultado_crudo,consultorio_id,metodo_emparejamiento,confianza_emparejamiento
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,63001,2026-08-20,movil,3,10,Centro Ocampo 054,C-0054,nombre_telefono,0.92
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,63001,2026-08-20,movil,4,10,Centro Valderrama 062,C-0062,nombre_telefono,0.85
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,63001,2026-08-20,movil,5,10,Ortodoncia Zapata 065,C-0065,nombre_telefono,0.92
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,63001,2026-08-20,movil,6,10,Centro Mejía 058,C-0058,nombre_telefono,0.84
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,63001,2026-08-20,movil,7,10,Consultorio Villegas 056,C-0056,nombre_telefono,0.95
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,63001,2026-08-20,movil,8,10,Ortodoncia Zapata 053,C-0053,nombre_telefono,0.88
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,63001,2026-08-20,movil,9,10,Clínica Arboleda 060,C-0060,nombre_telefono,0.91
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,63001,2026-08-20,movil,10,10,Ortodoncia Cadavid 057,C-0057,nombre_telefono,0.87
doctoralia,ortodoncista,ortodoncista,63001,2026-08-20,movil,1,10,Clínica Betancur 064,C-0064,nombre_telefono,0.87
doctoralia,ortodoncista,ortodoncista,63001,2026-08-20,movil,2,10,Clínica Restrepo 055,C-0055,nombre_telefono,0.94
doctoralia,ortodoncista,ortodoncista,63001,2026-08-20,movil,3,10,Centro Ocampo 054,C-0054,nombre_telefono,0.84
doctoralia,ortodoncista,ortodoncista,63001,2026-08-20,movil,4,10,Centro Valderrama 062,C-0062,nombre_telefono,0.91
doctoralia,ortodoncista,ortodoncista,63001,2026-08-20,movil,5,10,Ortodoncia Zapata 065,C-0065,nombre_telefono,0.85
doctoralia,ortodoncista,ortodoncista,63001,2026-08-20,movil,6,10,Centro Mejía 058,C-0058,nombre_telefono,0.94
doctoralia,ortodoncista,ortodoncista,63001,2026-08-20,movil,7,10,Consultorio Villegas 056,C-0056,nombre_telefono,0.89
doctoralia,ortodoncista,ortodoncista,63001,2026-08-20,movil,8,10,Ortodoncia Zapata 053,C-0053,nombre_telefono,0.84
doctoralia,ortodoncista,ortodoncista,63001,2026-08-20,movil,9,10,Clínica Arboleda 060,C-0060,nombre_telefono,0.97
doctoralia,ortodoncista,ortodoncista,63001,2026-08-20,movil,10,10,Ortodoncia Cadavid 057,C-0057,nombre_telefono,0.89
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,1,10,Ortodoncia Zapata 137,C-0137,nombre_telefono,0.91
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,2,10,Centro Ocampo 138,C-0138,nombre_telefono,0.91
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,3,10,Ortodoncia Cadavid 141,C-0141,nombre_telefono,0.86
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,4,10,Clínica Uribe 143,C-0143,nombre_telefono,0.90
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,5,10,Clínica Betancur 148,C-0148,nombre_telefono,0.82
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,6,10,Consultorio Villegas 140,C-0140,nombre_telefono,0.82
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,7,10,Ortodoncia Zapata 149,C-0149,nombre_telefono,0.83
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,8,10,Ortodoncia Sanmiguel 145,C-0145,nombre_telefono,0.88
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,9,10,Clínica Restrepo 151,C-0151,nombre_telefono,0.95
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,10,10,Centro Ocampo 150,C-0150,nombre_telefono,0.95
doctoralia,ortodoncista,ortodoncista,66001,2026-08-20,movil,1,10,Ortodoncia Zapata 137,C-0137,nombre_telefono,0.86
doctoralia,ortodoncista,ortodoncista,66001,2026-08-20,movil,2,10,Centro Ocampo 138,C-0138,nombre_telefono,0.95
doctoralia,ortodoncista,ortodoncista,66001,2026-08-20,movil,3,10,Ortodoncia Cadavid 141,C-0141,nombre_telefono,0.98
doctoralia,ortodoncista,ortodoncista,66001,2026-08-20,movil,4,10,Clínica Uribe 143,C-0143,nombre_telefono,0.97
doctoralia,ortodoncista,ortodoncista,66001,2026-08-20,movil,5,10,Clínica Betancur 148,C-0148,nombre_telefono,0.94
doctoralia,ortodoncista,ortodoncista,66001,2026-08-20,movil,6,10,Consultorio Villegas 140,C-0140,nombre_telefono,0.95
doctoralia,ortodoncista,ortodoncista,66001,2026-08-20,movil,7,10,Ortodoncia Zapata 149,C-0149,nombre_telefono,0.83
doctoralia,ortodoncista,ortodoncista,66001,2026-08-20,movil,8,10,Ortodoncia Sanmiguel 145,C-0145,nombre_telefono,0.84
doctoralia,ortodoncista,ortodoncista,66001,2026-08-20,movil,9,10,Clínica Restrepo 151,C-0151,nombre_telefono,0.92
doctoralia,ortodoncista,ortodoncista,66001,2026-08-20,movil,10,10,Centro Ocampo 150,C-0150,nombre_telefono,0.88
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,1,15,Centro Mejía 034,C-0034,nombre_telefono,0.98
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,2,15,Consultorio Echeverri 039,C-0039,nombre_telefono,0.87
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,3,15,Centro Mejía 046,C-0046,nombre_telefono,0.84
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,4,15,Ortodoncia Cadavid 033,C-0033,nombre_telefono,0.90
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,5,15,Consultorio Villegas 044,C-0044,nombre_telefono,0.94
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,6,15,Clínica Uribe 035,C-0035,nombre_telefono,0.88
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,7,15,Centro Ocampo 030,C-0030,nombre_telefono,0.95
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,8,15,Clínica Restrepo 031,C-0031,nombre_telefono,0.96
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,9,15,Centro Ocampo 042,C-0042,nombre_telefono,0.85
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,10,15,Ortodoncia Zapata 041,C-0041,nombre_telefono,0.90
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,11,15,Clínica Uribe 047,C-0047,nombre_telefono,0.88
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,12,15,Clínica Betancur 052,C-0052,nombre_telefono,0.88
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,13,15,Ortodoncia Sanmiguel 049,C-0049,nombre_telefono,0.83
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,14,15,Clínica Arboleda 036,C-0036,nombre_telefono,0.86
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,15,15,Clínica Betancur 040,C-0040,nombre_telefono,0.82
doctoralia,ortodoncista,ortodoncista,68001,2026-08-20,movil,1,15,Centro Mejía 034,C-0034,nombre_telefono,0.89
doctoralia,ortodoncista,ortodoncista,68001,2026-08-20,movil,2,15,Consultorio Echeverri 039,C-0039,nombre_telefono,0.93
doctoralia,ortodoncista,ortodoncista,68001,2026-08-20,movil,3,15,Centro Mejía 046,C-0046,nombre_telefono,0.97
doctoralia,ortodoncista,ortodoncista,68001,2026-08-20,movil,4,15,Ortodoncia Cadavid 033,C-0033,nombre_telefono,0.96
doctoralia,ortodoncista,ortodoncista,68001,2026-08-20,movil,5,15,Consultorio Villegas 044,C-0044,nombre_telefono,0.93
doctoralia,ortodoncista,ortodoncista,68001,2026-08-20,movil,6,15,Clínica Uribe 035,C-0035,nombre_telefono,0.82
doctoralia,ortodoncista,ortodoncista,68001,2026-08-20,movil,7,15,Centro Ocampo 030,C-0030,nombre_telefono,0.91
doctoralia,ortodoncista,ortodoncista,68001,2026-08-20,movil,8,15,Clínica Restrepo 031,C-0031,nombre_telefono,0.85
doctoralia,ortodoncista,ortodoncista,68001,2026-08-20,movil,9,15,Centro Ocampo 042,C-0042,nombre_telefono,0.90
doctoralia,ortodoncista,ortodoncista,68001,2026-08-20,movil,10,15,Ortodoncia Zapata 041,C-0041,nombre_telefono,0.80
doctoralia,ortodoncista,ortodoncista,68001,2026-08-20,movil,11,15,Clínica Uribe 047,C-0047,nombre_telefono,0.84
doctoralia,ortodoncista,ortodoncista,68001,2026-08-20,movil,12,15,Clínica Betancur 052,C-0052,nombre_telefono,0.88
doctoralia,ortodoncista,ortodoncista,68001,2026-08-20,movil,13,15,Ortodoncia Sanmiguel 049,C-0049,nombre_telefono,0.82
doctoralia,ortodoncista,ortodoncista,68001,2026-08-20,movil,14,15,Clínica Arboleda 036,C-0036,nombre_telefono,0.86
doctoralia,ortodoncista,ortodoncista,68001,2026-08-20,movil,15,15,Clínica Betancur 040,C-0040,nombre_telefono,0.86
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,1,12,Clínica Arboleda 072,C-0072,nombre_telefono,0.93
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,2,12,Consultorio Villegas 068,C-0068,nombre_telefono,0.98
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,3,12,Ortodoncia Sanmiguel 073,C-0073,nombre_telefono,0.93
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,4,12,Centro Ocampo 078,C-0078,nombre_telefono,0.92
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,5,12,Centro Valderrama 074,C-0074,nombre_telefono,0.98
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,6,12,Ortodoncia Cadavid 069,C-0069,nombre_telefono,0.86
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,7,12,Clínica Betancur 076,C-0076,nombre_telefono,0.93
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,8,12,Clínica Restrepo 079,C-0079,nombre_telefono,0.93
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,9,12,Consultorio Villegas 080,C-0080,nombre_telefono,0.91
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,10,12,Clínica Restrepo 067,C-0067,nombre_telefono,0.93
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,11,12,Clínica Uribe 071,C-0071,nombre_telefono,0.91
doctoralia,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,12,12,Consultorio Echeverri 075,C-0075,nombre_telefono,0.91
doctoralia,ortodoncista,ortodoncista,73001,2026-08-20,movil,1,12,Clínica Arboleda 072,C-0072,nombre_telefono,0.98
doctoralia,ortodoncista,ortodoncista,73001,2026-08-20,movil,2,12,Consultorio Villegas 068,C-0068,nombre_telefono,0.94
doctoralia,ortodoncista,ortodoncista,73001,2026-08-20,movil,3,12,Ortodoncia Sanmiguel 073,C-0073,nombre_telefono,0.93
doctoralia,ortodoncista,ortodoncista,73001,2026-08-20,movil,4,12,Centro Ocampo 078,C-0078,nombre_telefono,0.89
doctoralia,ortodoncista,ortodoncista,73001,2026-08-20,movil,5,12,Centro Valderrama 074,C-0074,nombre_telefono,0.91
doctoralia,ortodoncista,ortodoncista,73001,2026-08-20,movil,6,12,Ortodoncia Cadavid 069,C-0069,nombre_telefono,0.93
doctoralia,ortodoncista,ortodoncista,73001,2026-08-20,movil,7,12,Clínica Betancur 076,C-0076,nombre_telefono,0.84
doctoralia,ortodoncista,ortodoncista,73001,2026-08-20,movil,8,12,Clínica Restrepo 079,C-0079,nombre_telefono,0.93
doctoralia,ortodoncista,ortodoncista,73001,2026-08-20,movil,9,12,Consultorio Villegas 080,C-0080,nombre_telefono,0.82
doctoralia,ortodoncista,ortodoncista,73001,2026-08-20,movil,10,12,Clínica Restrepo 067,C-0067,nombre_telefono,0.90
doctoralia,ortodoncista,ortodoncista,73001,2026-08-20,movil,11,12,Clínica Uribe 071,C-0071,nombre_telefono,0.86
doctoralia,ortodoncista,ortodoncista,73001,2026-08-20,movil,12,12,Consultorio Echeverri 075,C-0075,nombre_telefono,0.81
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,08001,2026-08-20,movil,1,14,Control Arriba,C-0001,nombre_telefono,1.00
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,08001,2026-08-20,movil,2,15,Consultorio Echeverri 015,C-0015,nombre_telefono,0.83
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,08001,2026-08-20,movil,3,15,Clínica Restrepo 019,C-0019,nombre_telefono,0.92
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,08001,2026-08-20,movil,4,15,Consultorio Villegas 020,C-0020,nombre_telefono,0.84
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,08001,2026-08-20,movil,5,15,Clínica Uribe 023,C-0023,nombre_telefono,0.89
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,08001,2026-08-20,movil,6,15,Consultorio Villegas 008,C-0008,nombre_telefono,0.90
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,08001,2026-08-20,movil,7,15,Centro Ocampo 006,C-0006,nombre_telefono,0.90
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,08001,2026-08-20,movil,8,15,Ortodoncia Cadavid 009,C-0009,nombre_telefono,0.85
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,08001,2026-08-20,movil,9,15,Centro Mejía 010,C-0010,nombre_telefono,0.85
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,08001,2026-08-20,movil,11,15,Centro Ocampo 018,C-0018,nombre_telefono,0.84
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,08001,2026-08-20,movil,12,15,Ortodoncia Zapata 005,C-0005,nombre_telefono,0.91
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,08001,2026-08-20,movil,13,15,Centro Mejía 022,C-0022,nombre_telefono,0.87
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,08001,2026-08-20,movil,14,15,Ortodoncia Zapata 017,C-0017,nombre_telefono,0.91
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,08001,2026-08-20,movil,15,15,Ortodoncia Sanmiguel 013,C-0013,nombre_telefono,0.95
topdoctors,ortodoncista,ortodoncista,08001,2026-08-20,movil,1,14,Control Arriba,C-0001,nombre_telefono,1.00
topdoctors,ortodoncista,ortodoncista,08001,2026-08-20,movil,2,15,Consultorio Echeverri 015,C-0015,nombre_telefono,0.85
topdoctors,ortodoncista,ortodoncista,08001,2026-08-20,movil,3,15,Clínica Restrepo 019,C-0019,nombre_telefono,0.97
topdoctors,ortodoncista,ortodoncista,08001,2026-08-20,movil,4,15,Consultorio Villegas 020,C-0020,nombre_telefono,0.90
topdoctors,ortodoncista,ortodoncista,08001,2026-08-20,movil,5,15,Clínica Uribe 023,C-0023,nombre_telefono,0.84
topdoctors,ortodoncista,ortodoncista,08001,2026-08-20,movil,6,15,Consultorio Villegas 008,C-0008,nombre_telefono,0.91
topdoctors,ortodoncista,ortodoncista,08001,2026-08-20,movil,7,15,Centro Ocampo 006,C-0006,nombre_telefono,0.92
topdoctors,ortodoncista,ortodoncista,08001,2026-08-20,movil,8,15,Ortodoncia Cadavid 009,C-0009,nombre_telefono,0.89
topdoctors,ortodoncista,ortodoncista,08001,2026-08-20,movil,9,15,Centro Mejía 010,C-0010,nombre_telefono,0.97
topdoctors,ortodoncista,ortodoncista,08001,2026-08-20,movil,11,15,Centro Ocampo 018,C-0018,nombre_telefono,0.96
topdoctors,ortodoncista,ortodoncista,08001,2026-08-20,movil,12,15,Ortodoncia Zapata 005,C-0005,nombre_telefono,0.94
topdoctors,ortodoncista,ortodoncista,08001,2026-08-20,movil,13,15,Centro Mejía 022,C-0022,nombre_telefono,0.86
topdoctors,ortodoncista,ortodoncista,08001,2026-08-20,movil,14,15,Ortodoncia Zapata 017,C-0017,nombre_telefono,0.84
topdoctors,ortodoncista,ortodoncista,08001,2026-08-20,movil,15,15,Ortodoncia Sanmiguel 013,C-0013,nombre_telefono,0.88
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,17001,2026-08-20,movil,1,6,Centro Ocampo 162,C-0162,nombre_telefono,0.96
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,17001,2026-08-20,movil,2,6,Clínica Arboleda 156,C-0156,nombre_telefono,0.82
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,17001,2026-08-20,movil,3,6,Clínica Arboleda 168,C-0168,nombre_telefono,0.82
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,17001,2026-08-20,movil,4,6,Centro Valderrama 158,C-0158,nombre_telefono,0.94
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,17001,2026-08-20,movil,5,6,Consultorio Villegas 164,C-0164,nombre_telefono,0.90
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,17001,2026-08-20,movil,6,6,Ortodoncia Cadavid 165,C-0165,nombre_telefono,0.97
topdoctors,ortodoncista,ortodoncista,17001,2026-08-20,movil,1,6,Centro Ocampo 162,C-0162,nombre_telefono,0.83
topdoctors,ortodoncista,ortodoncista,17001,2026-08-20,movil,2,6,Clínica Arboleda 156,C-0156,nombre_telefono,0.86
topdoctors,ortodoncista,ortodoncista,17001,2026-08-20,movil,3,6,Clínica Arboleda 168,C-0168,nombre_telefono,0.91
topdoctors,ortodoncista,ortodoncista,17001,2026-08-20,movil,4,6,Centro Valderrama 158,C-0158,nombre_telefono,0.84
topdoctors,ortodoncista,ortodoncista,17001,2026-08-20,movil,5,6,Consultorio Villegas 164,C-0164,nombre_telefono,0.87
topdoctors,ortodoncista,ortodoncista,17001,2026-08-20,movil,6,6,Ortodoncia Cadavid 165,C-0165,nombre_telefono,0.91
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,19001,2026-08-20,movil,1,8,Clínica Uribe 095,C-0095,nombre_telefono,0.95
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,19001,2026-08-20,movil,2,8,Clínica Betancur 100,C-0100,nombre_telefono,0.97
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,19001,2026-08-20,movil,3,8,Ortodoncia Zapata 101,C-0101,nombre_telefono,0.89
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,19001,2026-08-20,movil,4,8,Consultorio Villegas 104,C-0104,nombre_telefono,0.85
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,19001,2026-08-20,movil,5,8,Clínica Arboleda 108,C-0108,nombre_telefono,0.91
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,19001,2026-08-20,movil,6,8,Centro Valderrama 098,C-0098,nombre_telefono,0.84
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,19001,2026-08-20,movil,7,8,Ortodoncia Cadavid 105,C-0105,nombre_telefono,0.88
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,19001,2026-08-20,movil,8,8,Clínica Arboleda 096,C-0096,nombre_telefono,0.82
topdoctors,ortodoncista,ortodoncista,19001,2026-08-20,movil,1,8,Clínica Uribe 095,C-0095,nombre_telefono,0.84
topdoctors,ortodoncista,ortodoncista,19001,2026-08-20,movil,2,8,Clínica Betancur 100,C-0100,nombre_telefono,0.92
topdoctors,ortodoncista,ortodoncista,19001,2026-08-20,movil,3,8,Ortodoncia Zapata 101,C-0101,nombre_telefono,0.93
topdoctors,ortodoncista,ortodoncista,19001,2026-08-20,movil,4,8,Consultorio Villegas 104,C-0104,nombre_telefono,0.97
topdoctors,ortodoncista,ortodoncista,19001,2026-08-20,movil,5,8,Clínica Arboleda 108,C-0108,nombre_telefono,0.83
topdoctors,ortodoncista,ortodoncista,19001,2026-08-20,movil,6,8,Centro Valderrama 098,C-0098,nombre_telefono,0.97
topdoctors,ortodoncista,ortodoncista,19001,2026-08-20,movil,7,8,Ortodoncia Cadavid 105,C-0105,nombre_telefono,0.94
topdoctors,ortodoncista,ortodoncista,19001,2026-08-20,movil,8,8,Clínica Arboleda 096,C-0096,nombre_telefono,0.81
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,41001,2026-08-20,movil,1,7,Ortodoncia Cadavid 093,C-0093,nombre_telefono,0.98
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,41001,2026-08-20,movil,2,7,Clínica Betancur 088,C-0088,nombre_telefono,0.85
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,41001,2026-08-20,movil,3,7,Clínica Restrepo 091,C-0091,nombre_telefono,0.80
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,41001,2026-08-20,movil,4,7,Consultorio Villegas 092,C-0092,nombre_telefono,0.87
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,41001,2026-08-20,movil,5,7,Centro Ocampo 090,C-0090,nombre_telefono,0.88
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,41001,2026-08-20,movil,6,7,Centro Valderrama 086,C-0086,nombre_telefono,0.98
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,41001,2026-08-20,movil,7,7,Clínica Arboleda 084,C-0084,nombre_telefono,0.86
topdoctors,ortodoncista,ortodoncista,41001,2026-08-20,movil,1,7,Ortodoncia Cadavid 093,C-0093,nombre_telefono,0.84
topdoctors,ortodoncista,ortodoncista,41001,2026-08-20,movil,2,7,Clínica Betancur 088,C-0088,nombre_telefono,0.83
topdoctors,ortodoncista,ortodoncista,41001,2026-08-20,movil,3,7,Clínica Restrepo 091,C-0091,nombre_telefono,0.94
topdoctors,ortodoncista,ortodoncista,41001,2026-08-20,movil,4,7,Consultorio Villegas 092,C-0092,nombre_telefono,0.94
topdoctors,ortodoncista,ortodoncista,41001,2026-08-20,movil,5,7,Centro Ocampo 090,C-0090,nombre_telefono,0.90
topdoctors,ortodoncista,ortodoncista,41001,2026-08-20,movil,6,7,Centro Valderrama 086,C-0086,nombre_telefono,0.86
topdoctors,ortodoncista,ortodoncista,41001,2026-08-20,movil,7,7,Clínica Arboleda 084,C-0084,nombre_telefono,0.92
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,47001,2026-08-20,movil,1,7,Ortodoncia Zapata 113,C-0113,nombre_telefono,0.91
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,47001,2026-08-20,movil,2,7,Centro Ocampo 114,C-0114,nombre_telefono,0.93
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,47001,2026-08-20,movil,3,7,Clínica Betancur 112,C-0112,nombre_telefono,0.94
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,47001,2026-08-20,movil,4,7,Ortodoncia Sanmiguel 121,C-0121,nombre_telefono,0.89
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,47001,2026-08-20,movil,5,7,Ortodoncia Cadavid 117,C-0117,nombre_telefono,0.93
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,47001,2026-08-20,movil,6,7,Ortodoncia Sanmiguel 109,C-0109,nombre_telefono,0.92
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,47001,2026-08-20,movil,7,7,Clínica Arboleda 120,C-0120,nombre_telefono,0.96
topdoctors,ortodoncista,ortodoncista,47001,2026-08-20,movil,1,7,Ortodoncia Zapata 113,C-0113,nombre_telefono,0.95
topdoctors,ortodoncista,ortodoncista,47001,2026-08-20,movil,2,7,Centro Ocampo 114,C-0114,nombre_telefono,0.97
topdoctors,ortodoncista,ortodoncista,47001,2026-08-20,movil,3,7,Clínica Betancur 112,C-0112,nombre_telefono,0.85
topdoctors,ortodoncista,ortodoncista,47001,2026-08-20,movil,4,7,Ortodoncia Sanmiguel 121,C-0121,nombre_telefono,0.95
topdoctors,ortodoncista,ortodoncista,47001,2026-08-20,movil,5,7,Ortodoncia Cadavid 117,C-0117,nombre_telefono,0.98
topdoctors,ortodoncista,ortodoncista,47001,2026-08-20,movil,6,7,Ortodoncia Sanmiguel 109,C-0109,nombre_telefono,0.93
topdoctors,ortodoncista,ortodoncista,47001,2026-08-20,movil,7,7,Clínica Arboleda 120,C-0120,nombre_telefono,0.82
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,50001,2026-08-20,movil,1,7,Consultorio Echeverri 123,C-0123,nombre_telefono,0.83
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,50001,2026-08-20,movil,2,7,Clínica Betancur 124,C-0124,nombre_telefono,0.87
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,50001,2026-08-20,movil,3,7,Centro Mejía 130,C-0130,nombre_telefono,0.83
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,50001,2026-08-20,movil,4,7,Consultorio Echeverri 135,C-0135,nombre_telefono,0.92
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,50001,2026-08-20,movil,5,7,Centro Valderrama 134,C-0134,nombre_telefono,0.98
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,50001,2026-08-20,movil,6,7,Clínica Betancur 136,C-0136,nombre_telefono,0.81
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,50001,2026-08-20,movil,7,7,Clínica Uribe 131,C-0131,nombre_telefono,0.95
topdoctors,ortodoncista,ortodoncista,50001,2026-08-20,movil,1,7,Consultorio Echeverri 123,C-0123,nombre_telefono,0.94
topdoctors,ortodoncista,ortodoncista,50001,2026-08-20,movil,2,7,Clínica Betancur 124,C-0124,nombre_telefono,0.85
topdoctors,ortodoncista,ortodoncista,50001,2026-08-20,movil,3,7,Centro Mejía 130,C-0130,nombre_telefono,0.95
topdoctors,ortodoncista,ortodoncista,50001,2026-08-20,movil,4,7,Consultorio Echeverri 135,C-0135,nombre_telefono,0.93
topdoctors,ortodoncista,ortodoncista,50001,2026-08-20,movil,5,7,Centro Valderrama 134,C-0134,nombre_telefono,0.82
topdoctors,ortodoncista,ortodoncista,50001,2026-08-20,movil,6,7,Clínica Betancur 136,C-0136,nombre_telefono,0.88
topdoctors,ortodoncista,ortodoncista,50001,2026-08-20,movil,7,7,Clínica Uribe 131,C-0131,nombre_telefono,0.89
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,52001,2026-08-20,movil,1,9,Centro Ocampo 174,C-0174,nombre_telefono,0.87
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,52001,2026-08-20,movil,2,9,Ortodoncia Zapata 173,C-0173,nombre_telefono,0.83
